symbol,publishedDate,title,image,site,text,url
IEX,2022-06-30 09:22:10,4 Stocks to Buy as Durable Goods Orders Continue to Rise,https://cdn.snapi.dev/images/v1/p/u/165-2-1436108.jpg,Zacks Investment Research,"With demand for durable goods rising, stocks like DXP Enterprises, Inc. (DXPE), Manitex International, Inc. (MNTX), IDEX Corporation (IEX) and Nordson Corporation (NDSN) are likely to benefit.",https://www.zacks.com/stock/news/1946169/4-stocks-to-buy-as-durable-goods-orders-continue-to-rise
IEX,2022-06-23 10:48:50,IDEX (IEX) to Benefit From End-Market Strength & Buyouts,https://cdn.snapi.dev/images/v1/i/g/diversified-machinery10-1427253.jpg,Zacks Investment Research,"IDEX (IEX) is poised to benefit from strength across its end markets, acquired assets and shareholder-friendly policies.",https://www.zacks.com/stock/news/1942733/idex-iex-to-benefit-from-end-market-strength-buyouts
IEX,2022-06-22 13:07:18,HLIO or IEX: Which Is the Better Value Stock Right Now?,https://cdn.snapi.dev/images/v1/4/w/top-stocks-to-buy-today-as-market-slips-again-774960-1425812.jpg,Zacks Investment Research,HLIO vs. IEX: Which Stock Is the Better Value Option?,https://www.zacks.com/stock/news/1942344/hlio-or-iex-which-is-the-better-value-stock-right-now
IEX,2022-06-17 12:13:23,IDEX Corporation: Looking Better But I'm Still Not Buying,https://cdn.snapi.dev/images/v1/a/s/image-182926659-1420890.jpg,Seeking Alpha,IDEX Corporation is a Dividend Contender with 13 consecutive years of dividend growth.  Shares currently yield 1.38%. IDEX Corporation is a diversified industrial that focuses on niche markets where it can maintain the #1 or #2 position in the category.,https://seekingalpha.com/article/4518987-idex-looking-better-but-not-buying
IEX,2022-06-02 14:18:11,3 Reasons Why Growth Investors Shouldn't Overlook Idex (IEX),https://cdn.snapi.dev/images/v1/n/4/diversified-machinery24-1401175.jpg,Zacks Investment Research,"Idex (IEX) is well positioned to outperform the market, as it exhibits above-average growth in financials.",https://www.zacks.com/stock/news/1933211/3-reasons-why-growth-investors-shouldn-t-overlook-idex-iex
IEX,2022-05-27 10:33:22,4 Solid Stocks to Buy on Surge in Orders for Durable Goods,https://cdn.snapi.dev/images/v1/b/s/asset-management30-1393958.jpg,Zacks Investment Research,"With demand for durable goods rising, stocks like Titan International, Inc. (TWI) Applied Industrial Technologies, Inc. (AIT), IDEX Corporation (IEX) and Nordson Corporation (NDSN) are likely to benefit.",https://www.zacks.com/stock/news/1930393/4-solid-stocks-to-buy-on-surge-in-orders-for-durable-goods
IEX,2022-05-26 15:03:17,Why Is Idex (IEX) Down 3.6% Since Last Earnings Report?,https://cdn.snapi.dev/images/v1/d/1/diversified-machinery14-1392817.jpg,Zacks Investment Research,Idex (IEX) reported earnings 30 days ago. What's next for the stock?,https://www.zacks.com/stock/news/1929891/why-is-idex-iex-down-3-6-since-last-earnings-report
IEX,2022-05-26 11:18:29,4 Top Industrial Manufacturing Stocks Amid Industry Woes,https://cdn.snapi.dev/images/v1/m/q/diversified-machinery6-1392362.jpg,Zacks Investment Research,"The Zacks Manufacturing - General Industrial industry witnesses supply-side challenges, inflationary pressures and high innovation costs. Healthy product orders are a boon.",https://www.zacks.com/commentary/1929500/4-top-industrial-manufacturing-stocks-amid-industry-woes
IEX,2022-05-18 09:47:15,Solid Data Confirms U.S. Economic Stability: 5 Top Picks,https://cdn.snapi.dev/images/v1/i/q/stores-grocery6-1380358.jpg,Zacks Investment Research,"We have narrowed our search to five stocks either from retail or industrial product sectors that have strong potential for 2022. These are: KR, IEX, TGT, PKG and COST.",https://www.zacks.com/stock/news/1925817/solid-data-confirms-u-s-economic-stability-5-top-picks
IEX,2022-05-13 12:02:10,Here's Why Investors Can Consider Investing in IDEX (IEX),https://cdn.snapi.dev/images/v1/t/t/diversified-machinery4-1373660.jpg,Zacks Investment Research,"IDEX (IEX) is poised to benefit from strength across end markets, acquired assets and shareholder-friendly policies.",https://www.zacks.com/stock/news/1924055/here-s-why-investors-can-consider-investing-in-idex-iex
IEX,2022-05-13 11:17:35,Idex (IEX) is a Top-Ranked Growth Stock: Should You Buy?,https://cdn.snapi.dev/images/v1/e/y/diversified-machinery3-1373557.jpg,Zacks Investment Research,The Zacks Style Scores offers investors a way to easily find top-rated stocks based on their investing style. Here's why you should take advantage.,https://www.zacks.com/stock/news/1923959/idex-iex-is-a-top-ranked-growth-stock-should-you-buy
IEX,2022-05-10 12:48:06,SXI vs. IEX: Which Stock Should Value Investors Buy Now?,https://cdn.snapi.dev/images/v1/b/o/diversified-machinery31-1366233.jpg,Zacks Investment Research,SXI vs. IEX: Which Stock Is the Better Value Option?,https://www.zacks.com/stock/news/1922049/sxi-vs-iex-which-stock-should-value-investors-buy-now
IEX,2022-05-09 12:02:05,IDEX (IEX) Announces 11% Hike in Quarterly Dividend Rate,https://cdn.snapi.dev/images/v1/t/r/diversified-machinery15-1363229.jpg,Zacks Investment Research,IDEX (IEX) to reward shareholders with an 11% hike in the quarterly dividend rate. This reflects its strong cash position.,https://www.zacks.com/stock/news/1919271/idex-iex-announces-11-hike-in-quarterly-dividend-rate
IEX,2022-05-04 14:17:14,Idex (IEX) is an Incredible Growth Stock: 3 Reasons Why,https://cdn.snapi.dev/images/v1/i/b/diversified-machinery34-1354460.jpg,Zacks Investment Research,Idex (IEX) could produce exceptional returns because of its solid growth attributes.,https://www.zacks.com/stock/news/1915772/idex-iex-is-an-incredible-growth-stock-3-reasons-why
IEX,2022-04-28 15:48:06,"IDEX (IEX) Beats on Q1 Earnings, Projects 2022 Growth Y/Y",https://cdn.snapi.dev/images/v1/u/w/diversified-machinery3-1343448.jpg,Zacks Investment Research,IDEX's (IEX) Q1 earnings results reflect strength in its businesses and synergies from acquired assets. Management lifts revenue view for 2022.,https://www.zacks.com/stock/news/1910717/idex-iex-beats-on-q1-earnings-projects-2022-growth-y-y
IEX,2022-04-27 17:02:05,IDEX Corporation (IEX) CEO Eric Ashleman on Q1 2022 Results - Earnings Call Transcript,https://cdn.snapi.dev/images/v1/d/6/transcript44-1340825.jpg,Seeking Alpha,"IDEX Corporation (NYSE:IEX ) Q1 2022 Earnings Conference Call April 27, 2022 10:30 AM ET Company Participants Allison Lausas - Vice President and Chief Accounting Officer Eric Ashleman - Chief Executive Officer and President William Grogan - Senior Vice President and Chief Financial Officer Conference Call Participants Michael Halloran - Robert W. Baird & Co. Nathan Jones - Stifel Financial Corp. Deane Dray - RBC Capital Markets Allison Poliniak - Wells Fargo Securities LLC Joseph Giordano - Cowen Inc. Vlad Bystricky - Citigroup Inc. Scott Graham - Loop Capital Markets Will Jellison - D.",https://seekingalpha.com/article/4504242-idex-corporation-iex-ceo-eric-ashleman-on-q1-2022-results-earnings-call-transcript
IEX,2022-04-22 09:47:07,Why Earnings Season Could Be Great for IDEX (IEX),https://cdn.snapi.dev/images/v1/l/d/diversified-machinery3-1332136.jpg,Zacks Investment Research,IDEX (IEX) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.,https://www.zacks.com/stock/news/1905186/why-earnings-season-could-be-great-for-idex-iex
IEX,2022-04-19 16:33:15,Idex (IEX) Reports Next Week: Wall Street Expects Earnings Growth,https://cdn.snapi.dev/images/v1/i/w/diversified-machinery9-1326271.jpg,Zacks Investment Research,Idex (IEX) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/stock/news/1902491/idex-iex-reports-next-week-wall-street-expects-earnings-growth
IEX,2022-04-08 15:48:04,"IDEX's (IEX) Strong Prospects Promise Growth, Risks Linger",https://cdn.snapi.dev/images/v1/a/c/diversified-machinery33-1313756.jpg,Zacks Investment Research,"IDEX (IEX) is poised to benefit from strength across its diversified businesses, investments in productivity enhancement and solid shareholder-friendly policies",https://www.zacks.com/stock/news/1895858/idex-s-iex-strong-prospects-promise-growth-risks-linger
IEX,2022-03-31 11:17:10,"IDEX (IEX) to Acquire KZValve, Enhance Product Offerings",https://cdn.snapi.dev/images/v1/m/t/diversified-machinery5-1301652.jpg,Zacks Investment Research,IDEX's (IEX) acquisition of KZValve will enable it to strengthen its Banjo business in the agriculture market.,https://www.zacks.com/stock/news/1890384/idex-iex-to-acquire-kzvalve-enhance-product-offerings
IEX,2022-03-28 16:35:00,IDEX Corporation to Webcast First Quarter 2022 Earnings Call,https://cdn.snapi.dev/images/v1/j/5/conf20-1296403.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) announced today that it has scheduled the broadcast of the company's first quarter earnings conference call over the Internet on Wednesday, April 27, 2022 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Senior Vice President and Chief Financial Officer, William Grogan will discuss the company's first quarter 2022 financial performance and respond to questions from the financial community. IDEX invites intere",https://www.businesswire.com/news/home/20220328005860/en/IDEX-Corporation-to-Webcast-First-Quarter-2022-Earnings-Call/
IEX,2022-03-03 13:05:52,Idex (IEX) Down 6.5% Since Last Earnings Report: Can It Rebound?,https://cdn.snapi.dev/images/v1/x/l/diversified-machinery20-1262244.jpg,Zacks Investment Research,Idex (IEX) reported earnings 30 days ago. What's next for the stock?,https://www.zacks.com/stock/news/1876981/idex-iex-down-6-5-since-last-earnings-report-can-it-rebound
IEX,2022-03-02 10:42:35,"IDEX (IEX) Acquires Nexsight, Expands Product Offerings",https://cdn.snapi.dev/images/v1/m/n/diversified-machinery38-1259523.jpg,Zacks Investment Research,The acquisition of Nexsight will enable IDEX (IEX) to boost its ADS and iPEK businesses in the wastewater inspection market.,https://www.zacks.com/stock/news/1875980/idex-iex-acquires-nexsight-expands-product-offerings
IEX,2022-03-02 09:57:36,U.S. Manufacturing Thriving on Strong Demand: 5 Picks,https://cdn.snapi.dev/images/v1/z/v/machinery-construction4-1259435.jpg,Zacks Investment Research,"We have narrowed our search to five manufacturing stocks with strong growth potential for 2022. These are: DE, DOV, GWW, IEX and NDSN.",https://www.zacks.com/stock/news/1875848/u-s-manufacturing-thriving-on-strong-demand-5-picks
IEX,2022-02-21 11:34:28,Here's Why Idex (IEX) is Poised for a Turnaround After Losing 13.6% in 4 Weeks,https://cdn.snapi.dev/images/v1/c/u/diversified-machinery5-1242920.jpg,Zacks Investment Research,"Idex (IEX) has become technically an oversold stock now, which implies exhaustion of the heavy selling pressure on it. This, combined with strong agreement among Wall Street analysts in revising earnings estimates higher, indicates a potential trend reversal for the stock in the near term.",https://www.zacks.com/stock/news/1870553/here-s-why-idex-iex-is-poised-for-a-turnaround-after-losing-13-6-in-4-weeks
IEX,2022-02-09 13:04:05,All You Need to Know About Idex (IEX) Rating Upgrade to Buy,https://cdn.snapi.dev/images/v1/w/a/diversified-machinery34-1225793.jpg,Zacks Investment Research,"Idex (IEX) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy).",https://www.zacks.com/stock/news/1865025/all-you-need-to-know-about-idex-iex-rating-upgrade-to-buy
IEX,2022-02-04 11:29:16,"Down 12.2% in 4 Weeks, Here's Why Idex (IEX) Looks Ripe for a Turnaround",https://cdn.snapi.dev/images/v1/3/t/diversified-machinery28-1218923.jpg,Zacks Investment Research,"Idex (IEX) has become technically an oversold stock now, which implies exhaustion of the heavy selling pressure on it. This, combined with strong agreement among Wall Street analysts in revising earnings estimates higher, indicates a potential trend reversal for the stock in the near term.",https://www.zacks.com/stock/news/1862790/down-12-2-in-4-weeks-here-s-why-idex-iex-looks-ripe-for-a-turnaround
IEX,2022-02-02 18:07:02,IDEX Corporation (IEX) CEO Eric Ashleman on Q4 2021 Results - Earnings Call Transcript,https://cdn.snapi.dev/images/v1/s/n/transcript21-1215202.jpg,Seeking Alpha,IDEX Corporation (IEX) CEO Eric Ashleman on Q4 2021 Results - Earnings Call Transcript,https://seekingalpha.com/article/4483724-idex-corporation-iex-ceo-eric-ashleman-on-q4-2021-results-earnings-call-transcript
IEX,2022-02-02 12:18:10,"IDEX (IEX) Lags on Q4 Earnings, Projects Y/Y Growth for 2022",https://cdn.snapi.dev/images/v1/h/w/diversified-machinery11-1214321.jpg,Zacks Investment Research,IDEX's (IEX) Q4 earnings reflect the impacts of strength in segmental businesses and synergies from acquired assets. It predicts year-over-year growth in earnings per share for 2022.,https://www.zacks.com/stock/news/1861346/idex-iex-lags-on-q4-earnings-projects-y-y-growth-for-2022
IEX,2022-01-28 10:00:22,Should You Buy IDEX (IEX) Ahead of Earnings?,https://cdn.snapi.dev/images/v1/y/e/diversified-machinery29-1207063.jpg,Zacks Investment Research,IDEX (IEX) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.,https://www.zacks.com/stock/news/1858929/should-you-buy-idex-iex-ahead-of-earnings
IEX,2022-01-25 16:10:46,Idex (IEX) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,https://cdn.snapi.dev/images/v1/d/s/diversified-machinery20-1200853.jpg,Zacks Investment Research,Idex (IEX) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/stock/news/1857185/idex-iex-earnings-expected-to-grow-what-to-know-ahead-of-next-week-s-release
IEX,2022-01-19 13:05:23,IDEX (IEX) Gains From End-Market Strength Amid Cost Woes,https://cdn.snapi.dev/images/v1/v/w/diversified-machinery31-1191935.jpg,Zacks Investment Research,"IDEX (IEX) benefits from solid product offerings, strengthening end markets, buyout synergies, and shareholder-friendly policies. Supply-chain, cost inflation and logistics issues are concerning.",https://www.zacks.com/stock/news/1853987/idex-iex-gains-from-end-market-strength-amid-cost-woes
IEX,2022-01-11 15:27:26,Bernstein Initiates Coverage Of Several Industrial Stocks,https://cdn.snapi.dev/images/v1/e/t/etf23-18-1181501.jpg,Benzinga,"Bernstein analyst Brendan Luecke initiates coverage of several industrial stocks.  The analyst started the U.S. multi-industry and electrical equipment sector ""at a time of great uncertainty.",https://www.benzinga.com/analyst-ratings/analyst-color/22/01/25005534/bernstein-initiates-coverage-of-several-industrial-stocks
IEX,2022-01-04 17:18:00,IDEX Corporation to Webcast Fourth Quarter 2021 Earnings Call,https://cdn.snapi.dev/images/v1/h/z/conf20-1171919.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) announced today that it has scheduled the broadcast of the company's fourth quarter earnings conference call over the Internet on Wednesday, February 2, 2022 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Senior Vice President and Chief Financial Officer, William Grogan will discuss the company's fourth quarter 2021 financial performance and respond to questions from the financial community. IDEX invites in",https://www.businesswire.com/news/home/20220104006047/en/IDEX-Corporation-to-Webcast-Fourth-Quarter-2021-Earnings-Call/
IEX,2021-12-13 10:25:25,3 Profitable Businesses With Solid Financial Conditions,https://cdn.snapi.dev/images/v1/5/j/asset-management21-1147485.jpg,GuruFocus,"When screening the market for value opportunities, investors may want to consider stocks that represent companies with high profitability and robust financial conditions. These qualities are represented by GuruFocus profitability and financial strength ratings of at least 6 out of 10.",https://www.gurufocus.com/news/1594260/3-profitable-businesses-with-solid-financial-conditions
IEX,2021-11-24 10:46:06,IDEX (IEX) Enters Into Deal to Acquire Nexsight for $120M,https://cdn.snapi.dev/images/v1/m/b/diversified-machinery19-1123319.jpg,Zacks Investment Research,IDEX's (IEX) acquisition of Nexsight will enable it to strengthen its iPEK and ADS business units in the wastewater inspection market.,https://www.zacks.com/stock/news/1831366/idex-iex-enters-into-deal-to-acquire-nexsight-for-120m
IEX,2021-10-27 17:17:17,IDEX Corporation (IEX) CEO Eric Ashleman on Q3 2021 Results - Earnings Call Transcript,https://cdn.snapi.dev/images/v1/q/u/transcript30-1071948.jpg,Seeking Alpha,IDEX Corporation (IEX) CEO Eric Ashleman on Q3 2021 Results - Earnings Call Transcript,https://seekingalpha.com/article/4462643-idex-corporation-iex-ceo-eric-ashleman-on-q3-2021-results-earnings-call-transcript
IEX,2021-10-26 20:33:06,Idex (IEX) Q3 Earnings and Revenues Top Estimates,https://cdn.snapi.dev/images/v1/z/o/diversified-machinery32-1069296.jpg,Zacks Investment Research,"Idex (IEX) delivered earnings and revenue surprises of 1.87% and 2.14%, respectively, for the quarter ended September 2021. Do the numbers hold clues to what lies ahead for the stock?",https://www.zacks.com/stock/news/1817232/idex-iex-q3-earnings-and-revenues-top-estimates
IEX,2021-10-25 12:49:49,Industrial Stocks Q3 Earnings to Watch on Oct 26: IEX and More,https://cdn.snapi.dev/images/v1/m/a/computer-electronic2-1065431.jpg,Zacks Investment Research,"The Q3 results of Industrial stocks IEX, PNR, HUBB and XRX on Oct 26 are likely to reflect the impacts of strengthening end markets. Supply-chain and inflationary woes are likely to have ailed.",https://www.zacks.com/stock/news/1815756/industrial-stocks-q3-earnings-to-watch-on-oct-26-iex-and-more
IEX,2021-10-01 07:02:00,IDEX Foundation Enters National Partnership with Boys & Girls Clubs of America,https://cdn.snapi.dev/images/v1/n/a/press20-1030734.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--The IDEX Foundation, the charitable giving extension of IDEX Corporation (NYSE: IEX), enters a partnership with the Boys and Girls Clubs of America.",https://www.businesswire.com/news/home/20211001005141/en/IDEX-Foundation-Enters-National-Partnership-with-Boys-Girls-Clubs-of-America/
IEX,2021-09-27 17:50:00,IDEX Corporation to Webcast Third Quarter 2021 Earnings Call,https://cdn.snapi.dev/images/v1/l/u/conf15-1024528.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) announced today that it has scheduled the broadcast of the company's third quarter earnings conference call over the Internet on Wednesday, October 27, 2021 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Senior Vice President and Chief Financial Officer, William Grogan will discuss the company's third quarter 2021 financial performance and respond to questions from the financial community. IDEX invites inte",https://www.businesswire.com/news/home/20210927005828/en/IDEX-Corporation-to-Webcast-Third-Quarter-2021-Earnings-Call/
IEX,2021-09-20 10:43:15,Here's Why it is Worth Investing in IDEX (IEX) Stock Now,https://cdn.snapi.dev/images/v1/1/3/diversified-machinery17-1014192.jpg,Zacks Investment Research,"IDEX (IEX) is poised to benefit from strength in end markets, acquired assets, and shareholder-friendly policies.",https://www.zacks.com/stock/news/1798397/here-s-why-it-is-worth-investing-in-idex-iex-stock-now
IEX,2021-09-08 18:35:00,IDEX Corporation Declare Regular Quarterly Cash Dividend,https://cdn.snapi.dev/images/v1/0/r/press9-999406.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) today announced that its Board of Directors has approved a regular quarterly cash dividend of $0.54 per common share. This dividend will be paid October 29, 2021 to shareholders of record as of October 15, 2021. This dividend represents the company's 108th consecutive regular quarterly cash dividend payment. About IDEX IDEX (NYSE: IEX) is a company that has undoubtedly touched your life in some way. In fact, IDEX businesses make tho",https://www.businesswire.com/news/home/20210908006148/en/IDEX-Corporation-Declare-Regular-Quarterly-Cash-Dividend/
IEX,2021-09-06 13:03:14,AIMC vs. IEX: Which Stock Is the Better Value Option?,https://cdn.snapi.dev/images/v1/e/d/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5549332fgettyimages-512004366jpgw700opresize-995295.jpg,Zacks Investment Research,AIMC vs. IEX: Which Stock Is the Better Value Option?,https://www.zacks.com/stock/news/1792454/aimc-vs-iex-which-stock-is-the-better-value-option
IEX,2021-09-02 07:37:18,U.S. Manufacturing Flourishing on Strong Demand: 5 Top Picks,https://cdn.snapi.dev/images/v1/2/c/machinery-construction1-991252.jpg,Zacks Investment Research,"We have narrowed down our search to five manufacturing stocks with strong growth potential for 2021. These are: DE, DOV, HUBB, MIDD and IEX.",https://www.zacks.com/stock/news/1790108/u-s-manufacturing-flourishing-on-strong-demand-5-top-picks
IEX,2021-08-26 11:51:00,NACD Selects IDEX Non-Executive Chairman William M. Cook as “Public Company Director of the Year”,https://cdn.snapi.dev/images/v1/l/x/press20-982195.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--National Association of Corporate Directors names IDEX Corporation Non-Executive Chairman William M. Cook as “Public Company Director of the Year.”",https://www.businesswire.com/news/home/20210826005611/en/NACD-Selects-IDEX-Non-Executive-Chairman-William-M.-Cook-as-%E2%80%9CPublic-Company-Director-of-the-Year%E2%80%9D/
IEX,2021-08-26 07:38:04,U.S. Business Spending Likely to Remain Strong: 5 Top Picks,https://cdn.snapi.dev/images/v1/k/d/machinery-construction12-981470.jpg,Zacks Investment Research,"We have narrowed down our search to five industrial product stocks that have strong growth potential for the rest of 2021. These are: DE, DOV, IR, IEX and MIDD.",https://www.zacks.com/stock/news/1786922/u-s-business-spending-likely-to-remain-strong-5-top-picks
IEX,2021-08-16 10:41:15,Reasons Why it is Worth Investing in IDEX (IEX) Stock Now,https://cdn.snapi.dev/images/v1/o/p/diversified-machinery16-966482.jpg,Zacks Investment Research,"IDEX (IEX) is poised to benefit from strengthening end markets and orders, synergistic gains from acquired assets, and diversified operations. Shareholder-friendly policies add to its appeal.",https://www.zacks.com/stock/news/1782207/reasons-why-it-is-worth-investing-in-idex-iex-stock-now
IEX,2021-07-28 17:44:14,IDEX Corporation (IEX) CEO Eric Ashleman on Q2 2021 Results - Earnings Call Transcript,https://cdn.snapi.dev/images/v1/w/s/transcript29-932244.jpg,Seeking Alpha,IDEX Corporation (IEX) CEO Eric Ashleman on Q2 2021 Results - Earnings Call Transcript,https://seekingalpha.com/article/4442243-idex-corporation-iex-ceo-eric-ashleman-on-q2-2021-results-earnings-call-transcript
IEX,2021-07-27 16:35:00,IDEX Reports Second Quarter Results; Raises Full Year Guidance,https://cdn.snapi.dev/images/v1/o/g/press18-928867.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX Corporation (NYSE: IEX) today announced its financial results for the three month period ended June 30, 2021. Second Quarter 2021 Highlights Record orders of $751.0 million up 44 percent overall and 39 percent organically compared to Q2 2020 Record sales of $685.9 million up 22 percent overall and 17 percent organically compared to Q2 2020 Reported operating margin was 23.1 percent with adjusted operating margin of 24.4 percent Reported EPS was $1.34 with",https://www.businesswire.com/news/home/20210727006117/en/IDEX-Reports-Second-Quarter-Results-Raises-Full-Year-Guidance/
IEX,2021-06-28 18:16:00,IDEX Corporation to Webcast Second Quarter 2021 Earnings Call,https://cdn.snapi.dev/images/v1/s/e/conf10-886365.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) announced today that it has scheduled the broadcast of the company's second quarter earnings conference call over the Internet on Wednesday, July 28, 2021 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Senior Vice President and Chief Financial Officer, William Grogan will discuss the company's second quarter 2021 financial performance and respond to questions from the financial community. IDEX invites inter",https://www.businesswire.com/news/home/20210628005840/en/IDEX-Corporation-to-Webcast-Second-Quarter-2021-Earnings-Call/
IEX,2021-06-15 15:36:00,IDEX Corporation Declare Regular Quarterly Cash Dividend,https://cdn.snapi.dev/images/v1/k/v/press18-869627.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) today announced that its Board of Directors has approved a regular quarterly cash dividend of $0.54 per common share. This dividend will be paid July 30, 2021 to shareholders of record as of July 15, 2021. This dividend represents the company's 107th consecutive regular quarterly cash dividend payment. About IDEX IDEX (NYSE: IEX) is a company that has undoubtedly touched your life in some way. In fact, IDEX businesses make thousands",https://www.businesswire.com/news/home/20210615006133/en/IDEX-Corporation-Declare-Regular-Quarterly-Cash-Dividend/
IEX,2021-06-15 10:31:41,"IDEX (IEX) Acquires Airtech for $470M, Adds to Its HST Segment",https://cdn.snapi.dev/images/v1/v/n/diversified-machinery24-869055.jpg,Zacks Investment Research,IDEX's (IEX) buyout of Airtech is anticipated to boost its offerings of air moving technologies. The acquired business has been integrated with the HST segment.,https://www.zacks.com/stock/news/1711999/idex-iex-acquires-airtech-for-%24470m-adds-to-its-hst-segment
IEX,2021-06-14 16:30:00,IDEX Corporation Completes Acquisition of Airtech,https://cdn.snapi.dev/images/v1/p/7/press20-867782.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX completes its acquisition of Airtech Group, Inc., US Valve Corporation and related entities from investment funds managed by EagleTree Capital.",https://www.businesswire.com/news/home/20210614005583/en/IDEX-Corporation-Completes-Acquisition-of-Airtech/
IEX,2021-06-11 03:56:45,"IDEX - More Bolt-On M&A, Little Imminent Appeal",https://cdn.snapi.dev/images/v1/v/e/diversified-machinery43-864593.jpg,Seeking Alpha,"IDEX is a long-term value creator through sound positioning, capital location and bolt-on M&A. The company is announcing another bolt-on deal and while 2021 will look a lot like the original 2020 performance, valuations run continuously higher.",https://seekingalpha.com/article/4434272-idex-more-bolt-on-m-and-a-little-imminent-appeal
IEX,2021-05-18 09:46:11,IDEX (IEX) Prices $500 Million Worth of Senior Notes Offering,https://cdn.snapi.dev/images/v1/o/2/diversified-machinery24-829367.jpg,Zacks Investment Research,"IDEX (IEX) prices public offering of $500 million worth of senior notes. The proceeds will be used for redeeming and repaying $350 million of 4.2% senior notes due in 2021, & for corporate purposes.",https://www.zacks.com/stock/news/1570833/idex-iex-prices-%24500-million-worth-of-senior-notes-offering
IEX,2021-05-13 10:41:13,IDEX (IEX) Announces 8% Hike in Quarterly Dividend Rate,https://cdn.snapi.dev/images/v1/k/t/diversified-machinery21-822277.jpg,Zacks Investment Research,IDEX (IEX) to reward shareholders with an 8% hike in the quarterly dividend rate. This reflects its strong cash position.,https://www.zacks.com/stock/news/1546013/idex-iex-announces-8-hike-in-quarterly-dividend-rate
IEX,2021-05-12 12:57:00,IDEX Corporation Increases Regular Quarterly Dividend Eight Percent,https://cdn.snapi.dev/images/v1/y/q/press7-820141.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX CORPORATION (NYSE:IEX) today announced that its Board of Directors has approved an eight percent increase in the company's regular quarterly cash dividend to $0.54 per common share. This dividend will be paid May 28, 2021 to shareholders of record as of May 24, 2021. This dividend represents the company's 106th consecutive regular quarterly cash dividend payment. About IDEX IDEX (NYSE: IEX) is a company that has undoubtedly touched your life in some way.",https://www.businesswire.com/news/home/20210512005847/en/IDEX-Corporation-Increases-Regular-Quarterly-Dividend-Eight-Percent/
IEX,2021-04-28 15:53:05,IDEX's (IEX) CEO Eric Ashleman on Q1 2021 Results - Earnings Call Transcript,https://cdn.snapi.dev/images/v1/u/e/transcript46-791140.jpg,Seeking Alpha,IDEX's (IEX) CEO Eric Ashleman on Q1 2021 Results - Earnings Call Transcript,https://seekingalpha.com/article/4422140-idexs-iex-ceo-eric-ashleman-on-q1-2021-results-earnings-call-transcript
IEX,2021-04-27 16:35:00,IDEX Reports First Quarter Results; Raises Full Year Guidance; Q1 Orders and Sales up 10 Percent Overall and 6 Percent Organically; Q1 Reported EPS Was $1.48 With Adjusted EPS Of $1.51,https://cdn.snapi.dev/images/v1/k/o/press15-788316.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX Corporation (NYSE: IEX) today announced its financial results for the three month period ended March 31, 2021. First Quarter 2021 Highlights Record orders and sales were up 10 percent overall and 6 percent organically compared to Q1 2020 Reported operating margin was 23.9 percent with adjusted operating margin of 24.3 percent Reported EPS was $1.48 with adjusted EPS of $1.51 Record Q1 cash from operations of $109.3 million led to record Q1 free cash flow",https://www.businesswire.com/news/home/20210427006140/en/IDEX-Reports-First-Quarter-Results-Raises-Full-Year-Guidance-Q1-Orders-and-Sales-up-10-Percent-Overall-and-6-Percent-Organically-Q1-Reported-EPS-Was-1.48-With-Adjusted-EPS-Of-1.51/
