,text,is_quote_status,view_count,has_card,urls,day,month,year,is_in_reply_to,is_view_count,1_day_after
127,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB  ",0,6223.0,0,0,9,10,2024,0,1,1
128,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB  ",0,6223.0,0,0,9,10,2024,0,1,1
129,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB  ",0,6223.0,0,0,9,10,2024,0,1,1
130,"NVIDIA $NVDA is back to 13.7% above its 50-DMA after a 13.6% rally over the last week.  Now has a $3.26 trillion market cap, ranking it only behind Apple $AAPL at $3.43 trillion. https://t.co/NJuTU4A3nB  ",0,6223.0,0,0,9,10,2024,0,1,1
131,"Key Earnings Reports Before the Open Tomorrow

Albertsons $ACI
Bank of America $BAC
Charles Schwab $SCHW
Citigroup $C
Goldman Sachs $GS
Johnson &amp; Johnson $JNJ
PNC $PNC
Progressive $PGR
State Street $STT
UnitedHealth $UNH
Walgreens $WBA

Start a trial at https://t.co/H4p1RcpfIn.  ",0,7356.0,0,1,14,10,2024,0,1,1
132,"Key Earnings Reports Before the Open Tomorrow

Albertsons $ACI
Bank of America $BAC
Charles Schwab $SCHW
Citigroup $C
Goldman Sachs $GS
Johnson &amp; Johnson $JNJ
PNC $PNC
Progressive $PGR
State Street $STT
UnitedHealth $UNH
Walgreens $WBA

Start a trial at https://t.co/H4p1RcpfIn.  ",0,7356.0,0,1,14,10,2024,0,1,0
133,"5 for 5 on EPS beats this AM, 4 for 5 on Revenue beats.

$BLK Beat, Beat
$BK Beat, Beat
$FAST Beat, Beat
$JPM Beat, Beat
$WFC Beat, Missed  ",0,11822.0,0,0,11,10,2024,0,1,1
134,"5 for 5 on stocks trading higher in reaction to earnings so far in the pre-market:

$BLK +2.3%
$BK +1.4%
$FAST +4.4%
$JPM +1.3%
$WFC +3.3%  ",0,5689.0,0,0,11,10,2024,1,1,1
135,"“Disclaimer”, a glitzy new thriller on Apple TV+, is an example of what might be called good-bad art, and a lesson in evaluating it https://t.co/8cDNa31PxN 👇 Is TV’s next sure-fire hit, “Disclaimer”, a must-watch or a dud? ",0,38015.0,1,1,15,10,2024,0,1,0
136,"What we discuss is that Musk never should have filed a 13-g because this was not a ""passive"" stake. If filed as a D on 3/24, as would have been appropriate, it would alerted the market sooner and have cost Musk more money to continue building position as @dkbilson notes.  ",1,6255.0,0,0,6,4,2022,0,0,1
137,"Here's my full interview with AT&amp;T CEO John Stankey. $T is down almost 8% on the day.

https://t.co/meECZrlbpG Watch CNBC's full interview with AT&T CEO John Stankey ",0,6255.0,1,1,26,1,2022,0,0,0
138,"As AT&amp;T moves closer to closing its deal to merge its Warner Media unit with Discovery, the question of whether it will be done as an exchange offer (split) or spin-off remains unresolved. Judging from $T CEO Stankey's answer here, it sounds like a spin is more likely. https://t.co/8QFkOzeGR7  ",0,6255.0,0,0,26,1,2022,0,0,0
139,"With its shares up more than 9% so far today, Ford market value ($95B)  now exceeds that of GM ($93B) and  Rivian ($90B).  ",0,6255.0,0,0,4,1,2022,0,0,1
140,John Malone has high hopes for the pending combination of Discovery and Warner Brothers. $DISCA $T    Full interview can be found here: https://t.co/IQVlrPAOIK https://t.co/G4d4tdo2UW  ,0,6255.0,0,1,18,11,2021,0,0,0
141,@VegaVandal Agree with your view on cities - $MAR and others making highs - read the Morgan Stanley report and other pieces on the experience economy - travel to non-city destinations is up  ,0,113.0,0,0,12,12,2023,1,1,1
142,"Is $TSLA an attractive stock today while down 10% for the year?

@MstarMarkets shared his thoughts on The Morning Filter: https://t.co/tiw9OMqPmF 5 Stocks to Buy if You’re Concerned About US Market Valuations ",0,1961.0,1,1,22,10,2024,0,1,0
143,"After a summer slump, $NVDA, $APPL, and $AMZN are carrying the market. https://t.co/gdEWQIpiCR AI Stocks Help Push the Market to New Highs ",0,1727.0,1,1,21,10,2024,0,1,1
144,"Elon Musk of $TSLA Tesla added $26 billion to his fortune today.

He is already the world's richest man.  ",0,929.0,0,0,24,10,2024,0,1,1
145,Call your Tesla $TSLA bulls. https://t.co/cii6cxFH66  ,0,59368.0,0,0,24,10,2024,0,1,1
146,"Tesla $TSLA has broken $260, now up 22%.

The most active chain for Tesla today was $TSLA 260 calls expiring tomorrow!

At open $2 million was slammed at $0.45 right at open, and are now trading at $5.45, up 1100%(!!!)

Insane. https://t.co/rxqovIOH1z  ",0,74521.0,0,0,24,10,2024,0,1,1
147,Bloomberg has just reported that TSMC $TSM Arizona chip yields have now surpassed Taiwan's $NVDA $INTC  ,0,116491.0,0,0,24,10,2024,0,1,1
148,Bloomberg has just reported that TSMC $TSM Arizona chip yields have now surpassed Taiwan's $NVDA $INTC  ,0,116491.0,0,0,24,10,2024,0,1,1
149,"Taco Bell, KFC and Pizza Hut pull onions from some restaurants over E. coli outbreak reported at $MCD McDonald’s first  ",0,154127.0,0,0,24,10,2024,0,1,0
150,"Here are the hottest bullish and bearish chains on the options market right now:

$GOOGL
$OXY
$JD
$NVDA
$TSLA
$UBER
$BABA
$AFRM
$NOVA

Checkout Unusual Whales for the full context, multilegs, profitability, and history of these chains! https://t.co/JdUvEIuyWO  ",0,55047.0,0,0,24,10,2024,0,1,1
151,"Here are the hottest bullish and bearish chains on the options market right now:

$GOOGL
$OXY
$JD
$NVDA
$TSLA
$UBER
$BABA
$AFRM
$NOVA

Checkout Unusual Whales for the full context, multilegs, profitability, and history of these chains! https://t.co/JdUvEIuyWO  ",0,55047.0,0,0,24,10,2024,0,1,1
152,"Here are the hottest bullish and bearish chains on the options market right now:

$GOOGL
$OXY
$JD
$NVDA
$TSLA
$UBER
$BABA
$AFRM
$NOVA

Checkout Unusual Whales for the full context, multilegs, profitability, and history of these chains! https://t.co/JdUvEIuyWO  ",0,55047.0,0,0,24,10,2024,0,1,1
153,"Tesla $TSLA is having an insane options premium day, one of the most insane I've seen in a while.

Call skew heavy, highest positive/call net premium in the last 180 days for $TSLA.

Traders piled into calls at open, causing the stock to rally nearly 20%.

Insane. https://t.co/7KAw6UoTyk  ",0,86829.0,0,0,24,10,2024,0,1,1
154,"Following $BA Boeing's announcement of a significant $6.1 billion loss, workers have voted to extend a month-long strike at the factories responsible for producing the company's top-selling commercial airplane.  ",0,112090.0,0,0,24,10,2024,0,1,1
155,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,... ",0,68096.0,1,1,23,10,2024,1,1,0
156,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,... ",0,68096.0,1,1,23,10,2024,1,1,0
157,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,... ",0,68096.0,1,1,23,10,2024,1,1,0
158,"BREAKING: Elon Musk on Tesla $TSLA earnings call said:  ""We are finalizing the design of [the Tesla Roadster] now. It will be something spectacular. My friend Peter Thiel was lamenting we don't have flying cars. Well...more to come.""  ",0,613232.0,0,0,23,10,2024,0,1,1
159,"Elon Musk of Tesla $TSLA just said Tesla could achieve 20-30% vehicle growth over next year.

He adds that CyberCab to reach volume production in 2026, 2 million units per year.  ",0,144052.0,0,0,23,10,2024,0,1,1
160,Tesla $TSLA Cybertruck production is now profitable.  ,0,260726.0,0,0,23,10,2024,0,1,1
161,Tesla $TSLA is up +6% after its earnings. https://t.co/34wRn5pkNC  ,0,94737.0,0,0,23,10,2024,0,1,1
162,"IBM $IBM earnings:

EPS $2.3 vs $2.2
Revenue $15.0B vs $15.04B

Link: https://t.co/NZ42mMeaYO  ",0,55065.0,0,1,23,10,2024,1,1,0
163,"BREAKING: Tesla $TSLA earnings:

Revenue $25.18B vs $25.43B
EPS $0.72 vs $0.60

Expects slight growth in vehicle deliveries in 2024
Free Cash Flow  $2.47B vs est $1.61B  ",0,230193.0,0,0,23,10,2024,0,1,1
164,"At close: Tesla $TSLA earnings in a few minutes!

To generate these charts and financial data in your discord, checkout https://t.co/lIDpnCxZai https://t.co/baely2Pijr  ",0,60035.0,0,1,23,10,2024,0,1,1
165,"Here are the most bullish and bearish option chains in the market right now. Please go to Unusual Whales to see full context, multi legs, paired trades, and more:

$DJT
$NVDA
$BABA
$CAT
$PLTR

Link: https://t.co/bzo7Dlt66o https://t.co/PjxDHTcuvn  ",0,60672.0,0,1,23,10,2024,0,1,0
166,"Here are the most bullish and bearish option chains in the market right now. Please go to Unusual Whales to see full context, multi legs, paired trades, and more:

$DJT
$NVDA
$BABA
$CAT
$PLTR

Link: https://t.co/bzo7Dlt66o https://t.co/PjxDHTcuvn  ",0,60672.0,0,1,23,10,2024,0,1,1
167,"The Market Tide shows the S&amp;P 500's $SPY $SPX fall throughout the day, as call buyers were no where in site, and people bought puts across many large names.

Net premiums below:
$MSFT -51,605
$COST -1,130,333
$MMM -2,621,548
$CAT -2,306,088

Come learn our tools today! https://t.co/xcviJV3ei9  ",0,115897.0,0,0,23,10,2024,0,1,0
168,"The Market Tide shows the S&amp;P 500's $SPY $SPX fall throughout the day, as call buyers were no where in site, and people bought puts across many large names.

Net premiums below:
$MSFT -51,605
$COST -1,130,333
$MMM -2,621,548
$CAT -2,306,088

Come learn our tools today! https://t.co/xcviJV3ei9  ",0,115897.0,0,0,23,10,2024,0,1,1
169,Apple $AAPL is down 2.24% after analysts downgrade their expectations for iPhone orders. https://t.co/EoafuCLWz7  ,0,95264.0,0,0,23,10,2024,0,1,0
170,Apple $AAPL is down 2.24% after analysts downgrade their expectations for iPhone orders. https://t.co/EoafuCLWz7  ,0,95264.0,0,0,23,10,2024,0,1,0
171,"You can use our trading tools for $SBUX Starbucks to trade better.

Build your charts, option alerts, custom indicators, and more to never miss a move on $SBUX.

Come join today: https://t.co/kDqiJX0tXH  ",0,67967.0,0,1,23,10,2024,1,1,1
172,BREAKING: Arm $ARM is canceling a license that allowed Qualcomm $QCOM to use Arm intellectual property to design chips  ,0,310184.0,0,0,23,10,2024,0,1,0
173,@IvanTheK @hmeisler @TheStalwart highly correlated with TSLA share price  ,0,6255.0,0,0,9,2,2020,1,0,1
174,10 Google Workspace Apps That Make Your Life Easier https://t.co/dNy03IPyNU https://t.co/s79bdbLi9t  ,0,17816.0,0,1,24,10,2024,0,1,1
175,"To make AI safer for all, Google wants to examine your security posture—introducing Google’s new AI Security Risk Assessment Tool: SAIF. https://t.co/RGxyEQJbYL https://t.co/RGxyEQJbYL Google Launches New Free Tool To Secure Your AI—Introducing SAIF ",0,16902.0,1,1,24,10,2024,0,1,1
176,Google Launches New Free Tool To Secure Your AI—Introducing SAIF https://t.co/ianRGzYuq0 https://t.co/ianRGzYuq0 Google Launches New Free Tool To Secure Your AI—Introducing SAIF ,0,16373.0,1,1,24,10,2024,0,1,1
177,"Jeff Smith, the activist picking a fight with Covid hero Pfizer https://t.co/LCON0iyUbS Jeff Smith, the activist picking a fight with Covid hero Pfizer ",0,15686.0,1,1,25,10,2024,0,1,1
178,"Many US funds, including those run by Fidelity and T Rowe Price, are required to keep the combined weight of large holdings to less than 50% of their overall portfolio. https://t.co/jYDO65pmNm https://t.co/9JRSaxorO7  ",0,17329.0,0,1,25,10,2024,0,1,0
179,Cannot wait for all the ass-burgers jokes $MCD  ,0,770.0,0,0,22,10,2024,0,1,0
180,"Hey Elon, honey:  Sorry to interrupt your fun with the whole ""Imma buying the Twitters"" thing.  But, by chance, has an SEC or DOJ subpoena shown up, say in the past few days or so?  $TWTR $TSLA  @elonmusk  ",0,6255.0,0,0,14,4,2022,0,0,1
181,"NVIDIA HITS RECORD HIGH.

AND THEY SAID THIS WOULD NEVER HAPPEN AGAIN.

INCREDIBLE. https://t.co/Tj073pGBMD  ",0,29553.0,0,0,21,10,2024,0,1,1
182,"We're witnessing the 3rd largest VIX spike, the 2nd largest daily drop ever in the Nikkei,  and Nvidia filling its gap. 

A few thoughts on the selloff.

https://t.co/a5vrtODTgU A Few Thoughts On the Selloff ",0,50707.0,1,1,5,8,2024,0,1,1
183,"Nvidia has added $484 billion in market cap over the last three sessions. That alone would make it the 15th largest company in the S&amp;P 500.

https://t.co/KzMIiEkDh0 https://t.co/ximlSTutrh  ",0,17636.0,0,1,28,5,2024,0,1,1
184,"How many solar panels are still defective and could cause fires? @Tesla should
immediately notify the people who live in and work in buildings at risk. Secret
Project Titan is over the line. A recall should have happened long ago @USCPSC.
 @Elonmusk should resign.  ",0,6255.0,0,0,23,8,2019,1,0,0
185,"Meta and Snap are the first major players to unveil prototypes for AR glasses. But they’re still years away from selling those devices to consumers.

CNBC's @JBoorstin has a closer look at the future of AR glasses. Watch the full video here: https://t.co/og9HZlo3e6 https://t.co/8fHi7xjaF2  ",0,5450.0,0,1,25,10,2024,0,1,1
186,"CNBC's Ashley Capoot tested the new hearing health features coming to Apple's AirPods Pro 2.

Apple unveiled the features in September, and they will be publicly available through a software update next week.

Find more on how the features work here: https://t.co/Hjf5mz1Spj https://t.co/esqqGU9IJm  ",0,9109.0,0,1,25,10,2024,0,1,1
187,"KeyBanc downgrades Apple to underweight, citing iPhone sale concerns https://t.co/7hzh2UZAkp KeyBanc downgrades Apple to underweight, citing iPhone sale concerns ",0,16579.0,1,1,25,10,2024,0,1,1
188,You can scrub your personal information from Google searches. Here's how to do it https://t.co/FZjXuzpFpS You can scrub your personal information from Google searches. Here's how to do it ,0,15335.0,1,1,25,10,2024,0,1,1
189,Apple returns to top 5 smartphone ranking in China with iPhone 16 as Huawei battle ramps up https://t.co/qZnNI9rxCb Apple returns to top 5 smartphone ranking in China with iPhone 16 as Huawei battle ramps up ,0,12325.0,1,1,25,10,2024,0,1,1
190,"What I Read This Week…

Microsoft, Amazon, and Google are investing in nuclear energy to power their data centers.

Microsoft plans to reopen Three Mile Island, while Amazon has invested in a data center campus powered by one of the largest existing nuclear facilities in the US.  ",0,367278.0,0,0,6,10,2024,0,1,0
191,"Meta unveiled a prototype of AR glasses called Orion and an update to its Llama 3.2 language model this week.

The Orion glasses demonstrate the possibility of creating an AR experience in a form factor similar to normal eyewear, with a 70-degree field of view that allows for a  ",0,22957.0,0,0,30,9,2024,1,1,1
192,"As we mentioned on the call today, $CEG also restarting Three Mile Island with $MSFT. Big demand for nuclear power from data centers, but not for large wind/solar farms...🤔  ",1,1465.0,0,0,1,10,2024,0,1,1
193,It should have said $PBF Largest independent refiner in the state as % of capacity. $MPC Los Angeles refinery is larger than Torrance + Martinez for PBF.  ,0,814.0,0,0,2,8,2024,1,1,0
194,"California has been a very difficult jurisdiction. $XOM fully exited downstream with Torrance sale and later Upstream with Aera sale. 

$CVX still has refining exposure. $PBF largest independent refiner in the state.  ",1,2666.0,0,0,2,8,2024,0,1,0
195,@brooklynboy436 Not sure how the two are as far as risk ranges going into it. But majors so far had pretty decent quarter (BP/TTE/SHEL). Strong LNG/Upstream offsetting refining weakness. XOM got an even larger Upstream now with PXD.  ,0,73.0,0,0,1,8,2024,1,1,0
196,"TOMORROW $XOM / $CVX earnings day, LFG! (Said no one ever), but let’s do it!  ",1,19293.0,0,0,1,8,2024,0,1,0
197,"In being bullish on certain commodities, Goldman Sachs Research identifies 5Ds: five trends beginning with the letter D that will create investment opportunities in commodities. Which of these is not one of the 5Ds? https://t.co/Z3tl5E6XT8  ",0,12019.0,1,1,17,6,2024,0,1,0
198,"@Simosapien @FranceskAlbs @RitchieTorres You don’t even know Hamas operates in the West Bank, something even your fellow apologists will admit as 5 seconds on Google confirms it https://t.co/BkEQ1JewHx

You might want to sit this one out  ",1,65.0,0,1,21,10,2024,1,1,1
199,"$META - ""metaverse will be our slow death"" (Dec 2022) https://t.co/ooRVam0uDK ‘The metaverse will be our slow death!’ Is Facebook losing its $100bn gamble on virtual reality? ",0,1428.0,1,1,24,1,2024,1,1,1
200,"$META - Whistleblower on Instagram (back in 2021)
https://t.co/f5CDy2ay5o Facebook’s whistleblower report confirms what researchers have known for years ",0,1581.0,1,1,24,1,2024,1,1,1
201,"..core Blue / Facebook was old dinosaur, major negative PR on Zuck around these subjects, whistleblower on Instagram, and $AAPL IDFA iOS privacy changes""

$META https://t.co/f6BpjBuK2I. Facebook blames Apple after a historically bad quarter, saying iPhone privacy changes will cost it... ",0,320.0,1,1,24,1,2024,1,1,0
202,"..core Blue / Facebook was old dinosaur, major negative PR on Zuck around these subjects, whistleblower on Instagram, and $AAPL IDFA iOS privacy changes""

$META https://t.co/f6BpjBuK2I. Facebook blames Apple after a historically bad quarter, saying iPhone privacy changes will cost it... ",0,320.0,1,1,24,1,2024,1,1,1
203,"Despite writing in-depth on both $META and $NFLX, I underestimated the momentum in both. I owned both, sold both too soon. Both brought me interest due to extreme negative sentiment. $META at the time: ""incinerating money on VR / metaverse, Instagram causing harm to young girls.. https://t.co/va90ajzhnW  ",0,2426.0,0,0,24,1,2024,0,1,1
204,$PYPL good thoughts  ,1,4020.0,0,0,17,1,2024,0,1,1
205,"@modestproposal1 Imagine he thinks over the next 2-3 years there will be a lot of M&amp;A in the space and consolidation / teaming up across sub-scale streaming providers. Streaming isn't a good business, $NFLX barely is FCF positive, others all lose money. At some point something *has* to change.  ",0,4876.0,0,0,13,4,2023,1,1,0
206,"@CodifyBaseball Found it interesting during @WBCBaseball :

Mookie Betts: 
32 AB, 1 SO

Mike Trout:
32 AB, 12 SO  ",0,6422.0,0,0,22,3,2023,1,1,0
207,"News of $NFLX cutting prices in 30 markets in LATAM and APAC. https://t.co/bmQIYiMxYC 

This is from my slide deck last month (Jan 2023) on $NFLX https://t.co/O61ohJHlte  ",0,2980.0,0,1,23,2,2023,0,1,0
208,$GOOG  ,1,3089.0,0,0,20,1,2023,0,1,1
209,"@JoeDoeKnows1 This is referencing the stages from ~2007 to ~2019; for example - $NFLX was licensing content from almost all major studios. At ~$10/month, this was well-below the cost of video content people were paying for under traditional Pay-TV packages. Relative value was very high.  ",0,62.0,0,0,18,1,2023,1,1,0
210,"@RestoringMagic Would appreciate any context on exactly how you think ""DTC operating margins can be improved""... $DIS  ",0,95.0,0,0,18,1,2023,0,1,0
211,Congrats on now being involved in the Peltz / $DIS fight with $DIS's DFAN14A filing this morning (lol.)  ,1,10446.0,0,0,18,1,2023,0,1,0
212,"It's believed that its the *content* that drives subscriptions, thus the exorbitant spending on content across media. 2022 should be a *huge* year for $NFLX - Stranger Things, Ozark, Dahmer, Wednesday, Troll, Glass Onion, Cobra Kai, etc. - will these outweigh industry headwinds?  ",0,1478.0,0,0,18,1,2023,1,1,0
213,"Q4/22 results from $NFLX (out 1/19/23) will be interesting. Had 3rd most popular TV show (Wednesday), most popular foreign language movie (Troll) and 3rd most popular movie ever (Glass Onion). These = &gt;80% of most watched streaming titles in Q4/22 (Nielsen)...  ",0,1735.0,0,0,18,1,2023,1,1,0
214,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)  ",0,4155.0,0,0,18,1,2023,0,1,0
215,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)  ",0,4155.0,0,0,18,1,2023,0,1,0
216,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)  ",0,4155.0,0,0,18,1,2023,0,1,0
217,"Moffett on ""streaming wars"" phases:
1. $NFLX Hulu $AMZN offered deep libraries at huge discounts to cable TV pricing
2. Traditional media ( $DIS $CMCSA $PARA $WBD) spent vase sums of $ to sign up customers at below-market rates
3. ""password sharing initiative"" (we are here)  ",0,4155.0,0,0,18,1,2023,0,1,0
218,"@leighrcrawford Most profitable markets near/at full saturation, ""growth"" markets (like APAC) struggling to gain ground &amp; unlikely really long-term plays, U.S. is competitive and will increase, $NFLX no more pricing power, unsure on AVOD success, despite 223m subs = almost $0 FCFE still. Tough  ",0,148.0,0,0,18,1,2023,1,1,0
219,From 2016 - Ted Weschler on BRK investment in $AAPL https://t.co/a9b2KIa7gM  ,0,2534.0,0,0,13,1,2023,0,1,1
220,$NFLX slide - consolidation in Media Landscape https://t.co/wYOH2IWrqE  ,0,1657.0,0,0,12,1,2023,1,1,1
221,$NFLX slide - global subscriber map https://t.co/WIdjrpiwku  ,0,2155.0,0,0,12,1,2023,1,1,1
222,$NFLX slide - Will they eventually reverse the course on binge-dropping entire series all at once? https://t.co/YmQfuewrKA  ,0,1186.0,0,0,12,1,2023,1,1,1
223,"$NFLX slide - ""The Streaming Wars"" in the U.S. https://t.co/mc8q0m78Tn  ",0,1342.0,0,0,12,1,2023,1,1,1
224,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
225,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
226,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
227,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
228,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
229,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
230,"$NFLX slide - Valuation of NFLX vs. ""comps"" $DIS $CMCSA $AMZN $GOOG $META $AAPL https://t.co/TqEAMU9onJ  ",0,3994.0,0,0,12,1,2023,1,1,1
231,$NFLX slide deck now available on https://t.co/m7tzdN97xI (members). 175 slides. https://t.co/o1l3YmQEzr  ,0,8671.0,0,1,12,1,2023,0,1,1
232,$DIS  ,1,6255.0,0,0,21,11,2022,0,0,0
233,"$GOOG YouTube is a beast. YouTube / YouTube TV #1 service for time spent in U.S. amongst all streaming/digital services, seeing increasing market share (5.7% May-21 to 8.5% Oct-22). $NFLX been seeing lower market share each month since Jul-22 (Stranger Things S4, Pt 2 release) https://t.co/3ZFD02KMxB  ",0,6255.0,0,0,18,11,2022,0,0,0
234,"$GOOG YouTube is a beast. YouTube / YouTube TV #1 service for time spent in U.S. amongst all streaming/digital services, seeing increasing market share (5.7% May-21 to 8.5% Oct-22). $NFLX been seeing lower market share each month since Jul-22 (Stranger Things S4, Pt 2 release) https://t.co/3ZFD02KMxB  ",0,6255.0,0,0,18,11,2022,0,0,0
235,@soonercapital https://t.co/v8I04NSSs8 Thought $AAPL was a Weschler idea...  ,0,6255.0,0,1,8,11,2022,1,0,0
236,"@Lucas_Shaw Important to note the rise in other streaming services, including linear streaming (Hulu Live, YouTube TV, Pluto), the continual rise of YouTube, and how $NFLX peaked in July with Stranger Thing Season 4 release.  ",0,6255.0,0,0,20,10,2022,1,0,1
237,"@harmony_capital @MadThunderdome UK: ""Generally speaking, Netflix loyalty has held up relatively well in a pretty tough market, but it is starting to see churn levels rise."" $NFLX https://t.co/QGSSs6UyKH UK Households Cancel Streaming Services To Cut Costs, Report Says ",0,6255.0,1,1,18,10,2022,1,0,1
238,"@harmony_capital @MadThunderdome (1) they mention churn is elevated in Q2-22, but attribute it to ""pricing"". We will see if that's entirely true. (2) Antenna data - 2022 churn highest for $NFLX ever. (see chart) https://t.co/QB5NH2gnRa  ",0,6255.0,0,0,18,10,2022,1,0,1
239,"@MadThunderdome ..(3) they are seeing elevated churn (4) they aren't growing subs much more, if at all. Retention and monetization will likely be key going forward. $NFLX  ",0,6255.0,0,0,18,10,2022,1,0,1
240,"@MadThunderdome I wouldn't be surprised if they start sampling even more in Q4 w/ weekly show ""drops"" or splitting up series drops more. Not sure how the binge model works when (1) rest of industry dropping major seasons on a per-week basis (2) new AVOD-SVOD tier will *need* engagement... $NFLX  ",0,6255.0,0,0,18,10,2022,1,0,1
241,"@MadThunderdome They don't have the pricing power they used to, largely due to they have less licensed content / far more competition / already been increasing their monthly prices. The major ""growth markets"" (India / Indonesia) are super complex &amp; highly competitive. $NFLX  ",0,6255.0,0,0,18,10,2022,1,0,1
242,"@MadThunderdome I think if $NFLX can't meaningfully grow subs here on out, the stock has a hard time performing. The big story was the TAM &amp; long-term growth opps for subs. Growth from pricing in a competitive industry far less desirable than volume growth. P/W crackdown + AVOD are temporary fix  ",0,6255.0,0,0,18,10,2022,1,0,1
243,"@eric_seufert If avg. user watches for 2 hours, and $NFLX will show 4-5 min/ hour of ads, and each ad is 15-30 seconds, aren't we looking at 8-20 ads per hour? If need 46 ads per month, possible anywhere from 3 days (max) of viewing to be ""revenue neutral"". [this all assumes same engagement.]  ",0,6255.0,0,0,15,10,2022,1,0,1
244,"@CompoundingCap1 $NFLX was once an aggregator of multiple studios content, in addition to their own. Now, they have much less licensed content and there is much more competition. Meanwhile, they have increased pricing from $8/mo to $15.49/mo for standard plan. Not a good combination.  ",0,6255.0,0,0,14,10,2022,0,0,1
245,"So much has changed for this Feb. 2022 $NFLX deck from @BillAckman, in just 2-3 quarters. (yes I know PSH sold it). https://t.co/6TD9P8b7WE  ",0,6255.0,0,0,5,10,2022,0,0,1
246,"@sherman4949 Likely due to NBCU content spend vs. their lack of scale relative to that spend / relative to other streaming providers. Harder to juice pricing for all streaming services now, I imagine they envisioned breakeven 2024 for Peacock with some pricing built in $CMCSA  ",0,6255.0,0,0,5,10,2022,1,0,0
247,$NFLX deck out this week. Any Q's you want answered?  ,0,6255.0,0,0,4,10,2022,0,0,0
248,TCI Fund - fully out of $CHTR after being shareholder since Q2/2016.  ,0,6255.0,0,0,15,8,2022,0,0,1
249,"@sharkbiotech Some HF that have been long-term holders of $CHTR in high allocation of their portfolio, interesting to see many decrease in size  ",0,6255.0,0,0,16,5,2022,1,0,1
250,Large selling of $CHTR across some hedge funds in Q1 '22  ,0,6255.0,0,0,16,5,2022,0,0,1
251,"""We suspect it will be somewhat surprising to many casual observers to imagine that Charter 'starts' with something like 650-850K broadband net additions 'in the bag' annually, and Comcast 'starts' with something like 500-600K,"" Moffett wrote. $CHTR $CMCSA https://t.co/egiqUtxkjF Where does cable go from here? ",0,6255.0,1,1,13,5,2022,0,0,1
